Name,Value,Date,Related investment,Initial value,Current value,Initial-number
Returns,5.84,"March 1, 2019",Investments%20(Template)%20f593deb2948a4ca8a7ebf70ad0c364f5/Name%20of%20investment%20fund%20fa89d90f761a45ce837b868ad5525dc4.md,804.67,810.51,804.67
